0	1	2	3	4	5	6	7	8	9	10
1	6.89192152023315	6.29165887832642	-0.0494250506162643	4.51191854476929	0.271814703941345	0.0180300958454609	0.059389915317297	0.998072028160095	0	0
2	6.97327184677124	6.55962133407593	4.45379447937012	9.23640632629395	0.227480441331863	0.00469149742275476	-0.0131145101040602	0.99990302324295	1	0
3	7.01660442352295	6.43849039077759	13.689305305481	6.35751438140869	0.152137726545334	-0.0133814867585897	-0.0418724715709686	0.999033331871033	2	0
4	6.93153142929077	6.17228555679321	20.0406742095947	3.84059739112854	0.101042523980141	-0.0912921652197838	-0.161586150527	0.982626914978027	3	0
5	6.58091497421265	5.55169820785522	23.8145484924316	3.35150623321533	0.0895113721489906	-0.208391323685646	0.132276639342308	0.969059348106384	4	0
6	7.10519552230835	6.6937427520752	9.47918510437012	1.17268431186676	0.0645213276147842	-0.419549942016602	0.601933717727661	0.679450988769531	2	1
7	6.61319589614868	7.39962100982666	10.2759666442871	2.6232430934906	0.0450708866119385	-0.639845967292786	0.0716778188943863	0.765153288841248	6	1
8	7.09936237335205	6.69417524337769	9.72252941131592	0.513582944869995	0.0424723252654076	-0.477423071861267	0.680164515972137	-0.556276500225067	2	1
9	7.17532968521118	6.33840656280518	10.232195854187	0.69951319694519	0.12152823060751	0.18167732656002	-0.827257692813873	0.531637132167816	2	1
10	7.31270503997803	5.76756429672241	10.6064376831055	3.48242020606995	0.149147182703018	0.324110180139542	-0.93949419260025	0.110920138657093	9	1
11	7.04475593566895	6.25966262817383	10.3060960769653	1.04133689403534	0.125392690300941	0.0112608894705772	-0.799739718437195	-0.600241303443909	2	1
12	6.77389907836914	6.46498012542725	10.291335105896	1.91661703586578	0.0576357543468475	-0.818628787994385	0.453925490379333	0.351850241422653	2	1
13	7.20754957199097	6.57238674163818	11.7146940231323	3.10470533370972	0.114890962839127	0.345162898302078	0.719398558139801	0.602767109870911	2	1
14	8.27917861938477	8.80590724945068	13.5861082077026	2.59419465065002	0.0789615660905838	0.602868497371674	0.627203702926636	0.493117779493332	13	1
15	7.06212329864502	6.68183422088623	11.9951400756836	2.33625030517578	0.0980647057294846	-0.599526047706604	0.751258075237274	0.276006877422333	2	1
16	7.21925783157349	6.54699563980103	11.7881240844727	4.95169878005981	0.0987416654825211	0.291295617818832	0.0926128625869751	0.952139556407928	2	1
17	8.66166591644287	7.00558662414551	16.5028324127197	3.76837706565857	0.0732772722840309	0.375130534172058	0.0206692274659872	0.926741540431976	16	1
18	10.0752992630005	7.08347606658936	19.9951438903809	2.67744255065918	0.0720866993069649	0.575069963932037	-0.089297354221344	0.813216149806976	17	1
19	11.6150159835815	6.84438753128052	22.1724834442139	3.04089260101318	0.0539879947900772	0.723172843456268	-0.0144820297136903	0.690515339374542	18	1
20	7.23629093170166	6.45120286941528	12.0623941421509	1.49122071266174	0.0286287944763899	0.728918254375458	-0.351307570934296	0.587589383125305	2	1
21	7.0768895149231	6.33374881744385	18.3415489196777	2.91022062301636	0.0984820351004601	0.248388916254044	0.0476458556950092	0.967487931251526	3	1
22	7.79975605010986	6.47240877151489	21.1571521759033	3.67568349838257	0.0708148330450058	0.450914055109024	-0.190289199352264	0.872047305107117	21	1
23	9.45717334747314	5.77296590805054	24.3625221252441	2.49598455429077	0.0617184042930603	0.285099565982819	-0.305803894996643	0.908406376838684	22	1
24	7.13772916793823	6.25879764556885	12.8906536102295	4.97175884246826	0.118091903626919	0.271113395690918	-0.243380784988403	0.931269764900208	2	1
25	8.48563957214355	5.04876708984375	17.5207023620605	3.74036502838135	0.0966664776206017	0.424788326025009	-0.2142463773489	0.879575669765472	24	1
26	10.0745029449463	4.24740743637085	20.8106365203857	2.56353378295898	0.0965538769960403	0.76297926902771	-0.441077679395676	0.4725601375103	25	1
27	7.03114938735962	6.58340263366699	13.8433990478516	1.94165599346161	0.0503795109689236	-0.198860362172127	0.445457100868225	0.872938990592957	3	1
28	6.6450309753418	7.44832706451416	15.5383462905884	2.62344837188721	0.0660439506173134	-0.770516395568848	0.547878205776215	0.325782060623169	27	1
29	6.85967636108398	6.44568014144897	14.3478507995605	0.633330523967743	0.0673432797193527	-0.792914211750031	-0.383969813585281	0.473132461309433	3	1
30	7.15744161605835	6.41015577316284	14.5235204696655	0.917424559593201	0.0326959267258644	0.310159355401993	-0.425765603780746	0.850014567375183	3	1
31	7.09936141967773	6.26459932327271	15.1510629653931	1.57775163650513	0.0560973770916462	-0.582690596580505	-0.433031171560287	0.68771767616272	3	1
32	6.18002033233643	5.58138370513916	16.2361106872559	3.28055453300476	0.0684312507510185	-0.600961685180664	-0.772090971469879	0.206689670681953	31	1
